Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Fuzzy controller for cooperative object pushing with variable line contact","M. A. Golkar; S. Taghavi Namin; H. Aminaiee","Control and Intelligent Processing Center of Excellence, Robotics and AI Lab., Department of Electrical and Computer Engineering, University of Tehran, Iran; Control and Intelligent Processing Center of Excellence, Robotics and AI Lab., Department of Electrical and Computer Engineering, University of Tehran, Iran; Control and Intelligent Processing Center of Excellence, Robotics and AI Lab., Department of Electrical and Computer Engineering, University of Tehran, Iran","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957172","","Fuzzy control;Robot kinematics;Protocols;Fuzzy systems;Electric variables control;Control systems;Multirobot systems;Path planning;Inference algorithms;Mobile robots","fuzzy control;fuzzy systems;inference mechanisms;manipulators;multi-robot systems;path planning","cooperative object pushing;variable line contact;fuzzy controller;cooperation protocol design;multirobot systems;multirobot object manipulation systems;fuzzy inference system;robot path planning algorithm","","4","","","","","","IEEE","IEEE Conferences"
"Learning navigation Teleo-Reactive Programs using behavioural cloning","B. Vargas; E. F. Morales","National Institute of Astrophysics, Optics and Electronics, Computer Science Department, Luis Enrique Erro 1, 72840 Tonantzintla, México; National Institute of Astrophysics, Optics and Electronics, Computer Science Department, Luis Enrique Erro 1, 72840 Tonantzintla, México","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957173","","Navigation;Cloning;Robot sensing systems;Logic programming;Mechatronics;Astrophysics;Optical computing;Optical sensors;Computer science;Humans","grammars;inductive logic programming;learning (artificial intelligence);mobile robots;path planning;robot programming;service robots","teleo-reactive program;behavioural cloning;robot programming;human guided trace;robot navigation;robot learning;dynamic environment;inductive logic programming;ILP;grammar induction algorithm;Markovito service robot;mobile robot","","2","","","","","","IEEE","IEEE Conferences"
"Transportation of a thin sheet metal disk using magnetic levitation and tilt control","E. van West; A. Yamamoto; T. Higuchi","Advanced Mechatronics Lab, Department of Precision Engineering, School of Engineering, the University of Tokyo, 7-3-1, Hongo, Bunkyo-ku, 113-8656, Japan; Advanced Mechatronics Lab, Department of Precision Engineering, School of Engineering, the University of Tokyo, 7-3-1, Hongo, Bunkyo-ku, 113-8656, Japan; Advanced Mechatronics Lab, Department of Precision Engineering, School of Engineering, the University of Tokyo, 7-3-1, Hongo, Bunkyo-ku, 113-8656, Japan","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957175","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957175","","Transportation;Magnetic levitation;Force control;Motion control;Magnetic field measurement;Feedforward systems;Surface contamination;Force measurement;Pollution measurement;Magnetic forces","attitude control;feedforward;magnetic levitation;magnetic variables control;materials handling;motion control;stability","thin sheet metal disk;magnetic levitation;feed-forward tilt control;ferromagnetic objects;surface quality;magnetic field control;attractive magnetic force;gravitational force;magnetic actuators;active control;passive stability;passive force;levitation force","","","","","","","","IEEE","IEEE Conferences"
"Torque control in the joint of a space robotic arm","G. Magnani; P. Rocco; L. Trevisan; A. M. Zanchettin; A. Rusconi","Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza L. Da Vinci, 32, 20133, ITALY; Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza L. Da Vinci, 32, 20133, ITALY; Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza L. Da Vinci, 32, 20133, ITALY; Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza L. Da Vinci, 32, 20133, ITALY; Selex Galileo, Via Montefeltro 8, 20156 Milano, ITALY","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957176","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957176","","Torque control;Orbital robotics;Motion control;Prototypes;Robust control;Robot sensing systems;Brushless motors;Weight control;Testing;Mechatronics","aerospace robotics;control system synthesis;dexterous manipulators;motion control;nonlinear control systems;robust control;torque control","torque loop control design;space robotic arm;space manipulator;contact motion;torque regulation loop robustness;dexterous robot arm;nonlinear behaviour","","","","","","","","IEEE","IEEE Conferences"
"Active wrists endoscope navigation in robotized laparoscopic surgery","E. Bauzano; V. Munoz; I. Garcia-Morales; B. Estebanez","System & Engineering Automation Department, University of Malaga, Parque Tecnologico de Andalucia. Spain; System & Engineering Automation Department, University of Malaga, Parque Tecnologico de Andalucia. Spain; System & Engineering Automation Department, University of Malaga, Parque Tecnologico de Andalucia. Spain; System & Engineering Automation Department, University of Malaga, Parque Tecnologico de Andalucia. Spain","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957177","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957177","","Wrist;Endoscopes;Navigation;Minimally invasive surgery;Robot sensing systems;Abdomen;Motion control;Force measurement;Force sensors;Gravity","biomedical optical imaging;endoscopes;force sensors;manipulators;medical robotics;motion control;surgery","motion control;laparoscopic surgery robot assistant;actuated wrist;endoscope navigation;patient abdomen;force sensor;fulcrum point;emulation;passive wrist;active wrist","","","","","","","","IEEE","IEEE Conferences"
"Concept for an active cabin suspension","C. Graf; J. Maas; H. Pflug","Control Engineering and Mechatronics, Ostwestfalen-Lippe University of Applied Sciences, Lemgo, Germany; Control Engineering and Mechatronics, Ostwestfalen-Lippe University of Applied Sciences, Lemgo, Germany; Truck Product Engineering - Entire Vehicle Concepts, Daimler AG, Stuttgart, Germany","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957178","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957178","automotive;human body vibrations;commercial vehicle;active cabin suspension;vibration control;modelling","Vibration measurement;Damping;Vibration control;Vehicles;Springs;Shock absorbers;Roads;Mechatronics;Automotive engineering;Biological system modeling","control system synthesis;road vehicles;suspensions (mechanical components);vibration control","active cabin suspension;commercial vehicle;model-based design;vibration controller","","5","","","","","","IEEE","IEEE Conferences"
"Longitudinal vibrations modeling of a piezoelectric actuator used in forming process","R. Ly; C. Giraud-Audine; R. Bigot; G. Abba","University of Metz, LGIPM, Ile du Saulcy, 57045 Cedex 1, France; Arts et Métiers Paristech, LPMM, 4 rue Augustin Fresnel, 57078 Metz Cedex 03, France; Arts et Métiers Paristech, LGIPM, 4 rue Augustin Fresnel, 57078 Metz Cedex 03, France; Ecole Nationale d'Ingénieurs de Metz, LGIPM, Ile du Saulcy, 57045 Cedex 1, France","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957179","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957179","ultrasonic forming process;piezoelectric actuators;longitudinal vibrations;finite element model;analytical model","Piezoelectric actuators;Mathematical model;Finite element methods;Vibrations;Equations;Analytical models;Equivalent circuits;Power system modeling;Art;Transfer functions","finite element analysis;forming processes;mathematics computing;piezoelectric actuators;transfer functions;vibration control","longitudinal vibrations modeling;forming process;piezoelectric stack actuators;finite element approach;modal decomposition method;equation of motion;transfer functions;state space model;Matlab software","","4","","","","","","IEEE","IEEE Conferences"
"Optimized design of a four discrete positions electromagnetic actuator","L. Petit; C. Prelle; E. Dore; F. Lamarque; M. Bigerelle","Laboratoire Roberval, UMR UTC/CNRS 6253, Université de Technologie de Compiègne, France; Laboratoire Roberval, UMR UTC/CNRS 6253, Université de Technologie de Compiègne, France; Laboratoire Roberval, UMR UTC/CNRS 6253, Université de Technologie de Compiègne, France; Laboratoire Roberval, UMR UTC/CNRS 6253, Université de Technologie de Compiègne, France; Laboratoire Roberval, UMR UTC/CNRS 6253, Université de Technologie de Compiègne, France","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957180","electromagnetic actuator;digital mechanism;discrete positions","Design optimization;Actuators;Permanent magnets;Electromagnetic forces;Manufacturing;Testing;Wire;Optical switches;Robotic assembly;Thermal force","closed loop systems;electromagnetic actuators","discrete positions electromagnetic actuator;mobile permanent magnet;two orthogonal wires","","4","","","","","","IEEE","IEEE Conferences"
"SANCHO, a fair host robot. A description","J. Gonzalez; C. Galindo; J. Blanco; J. Fernandez-Madrigal; V. Arevalo; F. Moreno","Dept. of System Engineering and Automation, University of Málaga, Spain; Dept. of System Engineering and Automation, University of Málaga, Spain; Dept. of System Engineering and Automation, University of Málaga, Spain; Dept. of System Engineering and Automation, University of Málaga, Spain; Dept. of System Engineering and Automation, University of Málaga, Spain; Dept. of System Engineering and Automation, University of Málaga, Spain","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957181","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957181","Mobile robotics;entertainment robots","Robot sensing systems;Robotics and automation;Mobile robots;Computer architecture;Software performance;Navigation;Human robot interaction;Mechatronics;Systems engineering and theory;Communication system control","control engineering computing;man-machine systems;mobile robots;service robots;software architecture","fair host robot;SANCHO;mobile robot;software control architecture;navigation component;human-robot interaction;entertainment robot","","9","","","","","","IEEE","IEEE Conferences"
"Vibration reduction in a flexible link mechanism through the synthesis of an MPC controller","P. Boscariol; A. Gasparetto; V. Zanotto","Dipartimento di Ingegneria Elettrica, Gestionale e Meccanica, Università di Udine, via delle Scienze 208, 33100 Italy; Dipartimento di Ingegneria Elettrica, Gestionale e Meccanica, Università di Udine, via delle Scienze 208, 33100 Italy; Dipartimento di Ingegneria Elettrica, Gestionale e Meccanica, Università di Udine, via delle Scienze 208, 33100 Italy","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957182","Model Predictive Control;robotics;flexible-link mechanism;vibration;mechatronics","Vibration control;Robot sensing systems;Robotics and automation;Mobile robots;Computer architecture;Software performance;Navigation;Human robot interaction;Mechatronics;Systems engineering and theory","control system synthesis;finite element analysis;nonlinear control systems;position control;predictive control;robot dynamics;vibration control","vibration reduction;flexible link robot mechanism;MPC controller synthesis;position control;vibration control;model-based predictive control;nonlinear plant dynamics;FEM-based dynamical model","","6","","","","","","IEEE","IEEE Conferences"
